id,text,stance,category
902,-بريطانيا سجلت 1290 وفاة جديدة بكورونا الخميس 21 يناير، بالإضافة إلى37 ألف و892 إصابة جديدة<LF><LF>-نحو 4.97 مليون شخص حصلوا على الجرعة الأولى من لقاح كورونا https://t.co/0MMqJrRWiK,1,info_news
903,تركيا توافق على عرض الصين بخصوص لقاح كورونا التجريبى على الشعب مقابل جرعات فعاله للسياسيين وحزب العدالة والتنمية https://t.co/fuJs8cN2nG,1,info_news
904,يسعى الرئيس الحريري جاهداً لتأمين لقاح الكورونا للبنانين على شكل هبة للدولة<LF>#شكراً_سعد_الحريري,1,plan
905,الحمدلله <LF>تم أخذ لقاح #كورونا تنظيم رائع <LF>جزى الله ولاة امرنا خير الجزاء🇸🇦<LF>اسأل الله ان ينفعني به 🤲 https://t.co/3E8bJfaHCx,1,personal
906,إسلام مجدي مانع الفرحة تخش على قلب أي مشجع لمانشستر يونايتد شرقا وغربا تأثيره أقوى من لقاح كورونا في منع الفرحة @USER,0,personal
907,الجواب : هني مش خايفين يطلع اللقاح مش منيح ( مش لهل الدرجة بيتمنوا لنا الخير) هني خايفين يزبط اللقاح . تخايلوا بلاد البترول والابراج ما بيعملوا حبة بانادول والايرانية عملوا لقاح. والله صعبة عليهم ، بالنسبة الي مثل جبران اجا رئيس بعد عمو,1,personal
908,أتقدم بصفتي رئيساً فخرياً لمؤسسة مخزومي بالشكر لوزير الصحة على موافقته المبدئية على الترخيص لاستيراد لقاح كورونا المقدم من رئيسة المؤسسة مي مخزومي بهدف تلقيح الراغبين مجاناً بعد استكمال كافة الإجراءات. ونؤكد أن هذا واجبنا كمواطنين ومسؤولين عن أهلنا في مدينتنا الحبيبة #بيروت. https://t.co/xnLaNrKkdE,1,info_news
909,١/٣)<LF>لقاح Sinovac الصيني:<LF>التقنية: اللقاح يعتمد على الطريقة التقليدية بادخال فيروس مدمّر الى الجسم  لتدريب جهاز المناعة<LF><LF>الأمان: نشر الصينيون ورقة بحثية عن نتائج التجارب السريرية للمرحلتين الاولى والثانية تُظهر أمان اللقاح [1] https://t.co/BF3gG263K1,1,info_news
910,في وقت تتصاعد التوترات في التكتل المكون من 27 دولة بسبب البداية البطيئة لحملة التطعيم الجماعية<LF>#ألمانيا #الإتحاد_الأوروبي #لقاح_كورونا <LF>https://t.co/7XcoO0VAC1,1,info_news
911,دعوة للجميع<LF>شاركونا غدا الأربعاء الساعة ٨ مساء حيث ستمثلنا أمين مجموعتنا د. هبة الرويسان @USER في لقاء افتراضي من تنظيم @USER عن لقاح فيروس #كورونا #كوفيد_19 <LF>@USER https://t.co/1KIX7QVzJA,1,info_news
912,📸🇸🇦 #فيديو: الأمير بندر بن سلطان يتلقى الجرعة الأولى من #لقاح_كورونا https://t.co/3tRhHpiUSm,1,celebrity
913,#مملكة_الانسانية 🇸🇦 <LF>الحمد لله الذي من علينا في مملكتنا بقادة عظماء سخروا الطاقات والامكانات <LF>اللا محدوده حمايةً لصحة مواطنيها وقاطنيها<LF>كم كان اعتزازي وأنا اتلقى لقاح كورونا بما لمسته من دقة التنظيم وسهولة وانسيابية وحسن تعامل الطواقم الصحية ابتساماتهم ساحرة وحفاوة استقبالهم آسرة https://t.co/wywZvCkkOK,1,personal
914,عمول لقاح #همبرغل_عدجاج 🍗<LF>او حطّ صورة #عباس_زهري بجزدانك بتقوى مناعتك و بيحميك من كل شرّ 👐<LF><LF>#Carawna_Pozitou https://t.co/eKk5DCqrxS,1,info_news
915,"تعتمد #الهند في تطعيم مواطنيها ضد #كورونا على لقاحين محليين، كان رئيس الوزراء #ناريندرا_مودي قد أعلن استعداد بلاده لتوفيرهما للعالم من أجل ""إنقاذ البشريّة من #الوباء"". https://t.co/lpYGhvAjv7",1,plan
916,اكبر حملة تطعيم في تاريخ البشرية حيث تم تعطيم نحو 73 مليون شخص في العالم حتى الان على وفق هذا العداد الذي يتابع التطعيم على مدار الساعة https://t.co/LSUDj4oKLG والامارات حصنت 26% من سكانها ضد كورونا وقدمت 84 الف جرعة خلال 24 ساعة الأخيرة لتحافظ على ترتيب الثاني في السباق العالمي https://t.co/cg22cw7yh0,1,info_news
917,قامت وزارة الصحة بنشر مرفق بعنوان تطعيم كورونا سؤال وجواب، ومن الأسئلة<LF> <LF>ما هي الأعراض الجانبية المتوقع حدوثها بعد اخذ لقاح كورونا؟<LF><LF>مجرد أعراض طفيفة مثل الألم في موضع الحقن الشعور بالتعب وارتفاع درجة الحرارة.<LF>هل صحيح ان لقاح كورونا يسبب العقم؟<LF>لا توجد علاقة بين اخذ اللقاح والعقم https://t.co/aJAi5d40hq,1,rumors
918,شاهد.. وزير التعليم يتلقى الجرعة الأولى من لقاح كورونا<LF> Via @USER<LF> https://t.co/nVvQLbSDRL,1,celebrity
919,#احمر_بالخط_العريض استاذ مالك انت عم تفتري عل التيار الوطني الحر الهاشتاغ واضح #اللقاح_للبناني_أولاً<LF>يعني لما بكون في مليون لقاح دافعة حقه الدولة اللبنانية من اموال الشعب اللبناني طبيعي تكون الاولوية لللبناني<LF>نحنا ما النا حصرا<LF>الاولوية لبيي و بيك وبياتنا كلنا قبل الكل,1,personal
920,"📌١-الدولة الفاشلة تؤّجل والشعب ""المعتّر"" يموت <LF>كانت لافتة خطوة حاكم مصرف لبنان رياض سلامة في ملف لقاح ""فايزر""الذي ينتظره اللبنانيّون لتجاوز أزمة ""كورونا""،مقابل أداء دون المطلوب من قبل الدولةاللبنانيّة في أوجّ المأساة. <LF><LF>في وقت أعلن سلامة استعداده لدفع حصة الدولة من شراء اللقاح، https://t.co/IvNFmyPJhG",1,info_news
921,"- في امريكا متوفر لقاحين:<LF>فايزر فعاليته ٩٥٪<LF>موديرنا فعاليته ٩٤,١٪<LF><LF>- كذبت الصين بشأن فعالية اللقاح الصيني و تبين ان فعاليته ٥٠,٤٪ فقط بعد تجريبه في البرازيل <LF><LF>- لماذا تصر الأردن على استخدام لقاح فعاليته متدنية و لم يتم اعتماده لدى غالبية الدول؟",1,info_news
922,في ولاية نيويورك الكبار في السن يحتاجون الى خطوات طويلة ومزعجة حتى الحصول على موعد لقاح كورونا<LF><LF>الخطوات تتضمن الاجابة على 51 سؤال اونلاين وكذلك رفع صورة بطاقة التأمين<LF><LF>لمن اخذ اللقاح في العالم العربي:<LF><LF>كم كان عدد الخطوات من اجل الحصول على اللقاح؟ وماهي الخطوات؟ https://t.co/wDTpkz2SFQ,1,info_news
923,تم تطعيم 8 % من سكان الإمارات بلقاح كورونا<LF><LF>#عميد_الامارات https://t.co/djg5yR9CkS,1,info_news
924,#تركيا تبدأ تطعيم كبار السن في دور رعاية المسنين باللقاح المضاد لفيروس #كورونا https://t.co/YbyEAiiJzQ,1,plan
925,#لقاحات_كورونا.. الحقيقة والأسطورة!<LF><LF>#كوفيد19 #كورونا #لقاح_كورونا #كورونا_المتحور <LF><LF>https://t.co/LrDRtAvJU2,0,rumors
926,صباحك ومطرحك | وزير التعليم العالي يعلن بدء تطعيم الأطقم الطبيه بالمستشفيات الجامعيه بلقاح كورونا<LF><LF>اسمعنا من هنا : https://t.co/Mrv5yXlAsE<LF><LF>#طلع_الصباح_مع_يونس,1,info_news
927,يكفينا ما لاقينا من أمريكا وموتها البايولوجي. لا نريد لقاحها بل<LF>#نريد_لقاح_آمن,-1,requests
928,مراسلة #العربية في واشنطن ناديا البلبيسي: بايدن وعد بـ100 مليون جرعة لقاح #كورونا في أول مائة يوم وتقديم 1.9 تريليون دولار لمساعدة المتضررين من الجائحة https://t.co/0wejyeHQXs,1,plan
929,متحدث #الصحة:<LF><LF>إذا لم يأخذ نسبة كبيرة من المجتمع لقاح كورونا سوف تطول فترة تطبيق الاجراءات الوقائية. https://t.co/3jJgqU4kCV,1,info_news
930,"#لبنان يوقع عقدا مع ""فايزر""  لتأمين أكثر من مليوني ومئة ألف لقاح كورونا.",1,plan
931,"الهند تجيز تصدير لقاح ""كوفيد-19"" إلى المغرب https://t.co/wttlCekmTk #خارج_الحدود #مجتمع https://t.co/aMhFqgSsGg",1,info_news
932,الغرب احقد من نياقهم او بالاحرى الاخوان المسلمين <LF>اخوان حماس رفضوا استلام مساعدات من دولة الامارات بالمقابل استلموا ٢٠٠٠ جرعة تطعيم كورونا من اسرائيل 😂😂,1,personal
933,لقاح أسترازينيكا يصل الجمعة... والله أعلم عاوتاني 😊<LF>#اللقاح,1,others
934,وزير الصحة د. حمد حسن عرض خطة لقاح وباء كورونا خلال اجتماع موسع في السراي الحكومي، وأبرز أهدافها تحقيق مستويات عالية من التلقيح تصل الى 80% خلال 2021، بمعايير دولية أهمها احترام حرية الشخص بعدم إلزامية اللقاح ومجانية اللقاح<LF>https://t.co/fLDWVoPRXw<LF> @USER #كورونا_لبنان https://t.co/Po0r8dC49i,1,plan
935,"إمام مسجد تركى يدعو لاستخدام معارضى #اردوغان ""فئران تجارب"" للقاح الجديد<LF>#كورونا<LF>#لقاح_كورونا<LF>https://t.co/8LxQLMXfXU https://t.co/L4o9SdO4Ro",-1,info_news
936,"عنا بالأردن في كثير ناس ما بتميز بين  ال""ت"" و ال""ة"" بس بتقدر تعطيك الفرق بين البروتينات الي في الDNA والRNA تبعون مطعوم فايزر و غيره وخلص هم حللوه بخبراتهم العملية الصفرية و بحكموا انه مميت و مابدهم ياخدوه ، و بعملوا الموضوع كوميديا حتمية  على الي بده يوخذه",-1,personal
937,#الاردن تباشر يوم الاربعاء تلقيح جزء من مواطنيها باللقاح الصيني ولقاح فايزر!<LF>سبقتها بعض #دول_الخليج_العربي وامنياتنا لهم بالصحة والسلامة.<LF><LF>#والعراق بنفطه وثروته وكل ما يملك لم يوفر لحد الان اي لقاح وان توفر سيكون للاصحاب السمو والبخت والعلگ! 😑<LF><LF>#لقاح_كورونا <LF>#العراق,1,plan
938,أنصح الجميع بأخذ اللقاح وحماية أنفسهم وذويهم ومن حولهم. وزير الصحة بعد تلقيه الجرعة الثانية من #لقاح_كورونا. @USER #التواصل_الحكومي https://t.co/Inab0ZtEX6,1,celebrity
939,#كلمتين_ونص<LF>الجبلاية تعلن تكفلها بنفقات لقاح كورونا لجميع لاعبى كرة القدم بكل درجات المسابقات,1,others
940,التغريدة أدناه تتحدث عن تلقي محمود عباس لقاح كورونا عبر ضباط اسرائيليين، كما لفت نظري تصريح الخارجية الفلسطينية (مرفق) حين طالبت اسرائيل بتوفير اللقاح للشعب الفلسطيني<LF><LF>اذا لماذا رفضت السلطة تسلم -المساعدات الاماراتية- منذ عدة أشهر خلال بداية أزمة كورونا؟ <LF><LF>https://t.co/Xb32w7OYVZ https://t.co/BnLvNSpA9D,1,plan
941,معالي وزير الشؤون الإسلامية د.#عبداللطيف_آل_الشيخ بعد تلقيه الجرعة الأولى من لقاح #كورونا أمس الثلاثاء بمركز معارض الرياض: سمو سيدي #ولي_العهد سبق وقته بكثير وهو يسعى حثيثاً إلى أن يصل بالمملكة للمراتب العليا والتقدم والتطور في كل المجالات، وهو ظاهرة قلّ أن تتكرر في العالم. https://t.co/1N83ARayX7,1,celebrity
942,بركاني يتحدث عن تقاسم لقاح كورونا مع تونس<LF>&gt;&gt;https://t.co/puP5g0IIlz https://t.co/VbMS3mxu08,1,info_news
943,@USER @USER اجباري على نفسك اذا تبي الناس تجبرك بكيفك لكن البشر  مو بهايم عشان تجبرهم على لقاح  !,0,unrelated
944,في انتظار اخذ الجرعة الثانيه من لقاح #كوفيد١٩ شكرا @USER https://t.co/2mCgX0VZwS,1,personal
945,"يا دولة، ما مصير موقوفي الامارات؟<LF><LF>هل أخرجهم سعد الحريري عندما أخذ على عاتقه حلحلة الأزمات العالقة بين الخليج العربي وتركيا؟ او تدخّل بأمور لا تعنينا (cc: @USER ) وعاد إلى لبنان ""أيد لقدّام وأيد لورا""؟<LF><LF>لا لقاح، لا موقوفين، لا الله!",0,personal
946,بخاف من لقاح كورونا و هو الكمامة بجيبها من ارضية السيارة,0,personal
947,زوجتي، بحكم أنها مُعلمة في أحد المدارس الأمريكية وتدخل في نطاق المرحلة الثانية من التطعيم في ولايتنا، سجلت بحمد الله اليوم للحصول على لقاح موديرنا وإن شاء الله تحصل عليه في خلال أيام.<LF>يا مسهل يا رب .. عقبالي وعقبالكم .. ودمتم جميعا أصحاء 🙏,1,personal
948,كلمه الأمير مقرن بن عبدالعزيز عن الفخر بما تقوم به المملكة ومقارنتها مع دول العالم، دولة الإنسان #الرياض_lلان 🇸🇦 لقاح كارونا <LF>الله يحفظك يابو فهد https://t.co/nO5e9vyEtQ,1,celebrity
949,من أجل تعزيز الاقتصاد التركى الحكومة التركيه تضحي بشعبها وتوفر لهم لقاح مجانى وغير فعال ووافقت على عرض الصين وذلك مقابل التجارب السريرية دون علم الشعب <LF>مع العلم انها تقدم للسياسيين والتابعين لحزب العداله والتنمية لقاح كورونا الفعال https://t.co/UoUxnlzjCu,1,info_news
950,الناس يلي بدهم يموتوا<LF>  بلقاح #وبلا لقاح...وكأنه هاللقاح رح يوقف الموت!!!!<LF>غريب #تفكير بعض الناس<LF>تعددت #الأسباب والموت واحد. <LF>ما حدا بيموت إلا #بيومه<LF>مع إحترامي لكل الناس<LF> يلي #خايفين من #الموت<LF>#ونقطة_عالسطر <LF>Souha🇱🇧,-1,personal
951,"تتوالى الانفراجات والاخبار الطيبة في مطلع عام ٢٠٢١، شركة ""بيونتيك"" تقدّر أنها قادرة على إنتاج ملياري جرعة لقاح في 2021",1,info_news
952,🛑 كشفت أوسلو أن لقاح فايزر و موديرنا قد لا يكون آمنة بالنسبة لكبار السن، وأولئك الذين يعانون أمراضا ، ومع تقييم الآثار الجانبية للقاحات قال مسؤولون نرويجيون إن 23 شخصا توفوا في البلاد، بعد وقت قصير من تلقي جرعتهم الأولى من اللقاح .,-1,info_news
953,للاسف يستخدم هذا الفديو للتضليل من ان #كرونا ليس سوى مؤامرة، اثناء تلقي كملا هرس نائبة الرئيس الاميركي لقاح #كرونا والحقيقة ان الابرة بغطاء متحرك للتخلص منها كما هو في الصورة https://t.co/MvO7jPCRXv,-1,rumors
954,شجع اليوم د. #سلطان_الجابر، الرئيس التنفيذي لمجموعة #أدنوك، كوادرنا على تلقي لقاح فيروس كوفيد-19 وذلك ضمن ندوة للموظفين أقيمت اليوم، ثمّن خلالها معاليه جهود القيادة الرشيدة في توفير كافة سبل الوقاية لتكون #الإمارات من أوائل الدول التي بدأت بتوفير اللقاح,1,celebrity
955,ألم نقل لكم أنهم سيخبروكم ان لقاح كوفيد-19 لا يصلح للسلالة الجيدة من فيروس كورونا؟ فلماذا تأخذون اللقاح إذا؟<LF>هاكم ما أعلنه وزير الصحة البريطاني<LF>https://t.co/IH6PhsKwmI,-1,info_news
956,الصفقات الثنائية تهدد عدالة توزيع لقاح #كورونا<LF>#اندبندنت_عربية_تغنيك<LF> https://t.co/apGI2TMOHq,1,info_news
957,تلقى #نائب_وزير_التعليم الجرعة الأولى من لقاح #كورونا، مقدماً شكره وامتنانه للقيادة الرشيدة -حفظها الله- على اهتمامها بصحة الإنسان وسلامته، ومشيداً بالجهود الكبيرة التي تبذلها #وزارة_الصحة. https://t.co/tVDLhQPVbP,1,celebrity
958,الهياجنة: لقاح أسترازينكا سيقدم أوراق اعتماده للمؤسسة العامة للغذاء والدواء هذا الأسبوع<LF><LF>#عاجل #الأردن #هنا_المملكة,1,info_news
959,اللى مش عاجبه مزارع السيسى مايطفحش منها<LF>واللى مش عاجبه القطار الكهربائى مايتنيلش يركبه<LF>واللى مش عاجبه لقاح كورونا يتلقح على جنب ومايقفش فى الطابور<LF>واللى مش عاجبه المدن الجديدة مايجريش يحجز شقق فيها<LF>واللى مش عاجبه السيسى مايروحش ياخد تموين ع البطاقة ببلاش<LF>ولا يركب المواصلات ببلاش https://t.co/DLRDpZwyQ5,0,personal
960,لو بحقلك الاختيار ، أي لقاح بتاخد ؟,0,others
961,اللواء عبدالرحمن بن ابراهيم الجلعود وكيل وزارة الداخلية للأحوال المدنية يتلقى الجرعة الأولى من لقاح #كورونا (كوفيد-١٩). https://t.co/rkaqYpcg75,1,celebrity
962,"المواطن الإسرائيلي رقم 2،000,000 تلقى اليوم تطعيم كورونا. إسرائيل تسجل رقما قياسيا عالميا في تطعيم المواطنين.",1,plan
963,دون الإعلان عن سعر الأرض.. وزارة الإسكان توقع عقدًا لبيع 5200 فدان بالقرب من العاصمة الإدارية الجديدة لإحدى شركات مجموعة #طلعت_مصطفى بعد أيام من إعلان تبرعه لتوفير 2 مليون جرعة لقاح #كورونا https://t.co/opS8GaVvpd,1,info_news
964,🔴 عاجل | وزير الصحة : سيتم توفير لقاح كورونا إلى سن 18 عام وما دون .,1,plan
965,لقاحات فيروس كورونا لاتضمن الحماية الكاملة من الاصابة به .. والسلطات الاسرائيلية تخفي الارقام الحقيقية للمصابين بعد تلقيهم الجرعة الثانية من لقاح كورونا التي انتجته شركة فايزر https://t.co/4GOWTSXnPm,-1,info_news
966,لتزايد عدد حالات #كورونا مؤخرا في دولة #الكويت فيجب تطعيم أكبر عدد ممكن وفي أقصر وقت لتوفر البنية التحية لعمله وتوفر المال والدليل العلمي!<LF>ينقصنا فقط جلب ثلاثة ملايين جرعة من تطعيم #اوكسفورد وتبني سياسة #تطعيم_جرعة_واحدة_فقط<LF>وتكرارها بعد 2-3 أشهر لتوفر الدليل العلمي!<LF>@USER https://t.co/kwRYMsfK8x,1,info_news
967,🔴 عاجل |  الصحة : تعلن عن إعادة جدولة إعطاء #لقاح_كورونا بسبب تأخر الشركة الصانعة في التوريد إلى المملكة وجميع دول العالم التي تصدر لها اللقاح .,1,info_news
968,@USER يا رجل و لا وزير صحه في الوطن العربي بحكي كلام صحيح! كلهم قدامهم سيناريو و بطبقو فيه. ما دام الشعوب لبست الكمامه معناها تلبس كل قرار بطلع. و السناريو ما حيخلص ليخففو عدد البشر. كل فتره حيكون في فايروس و يطلعو لقاح.,1,unrelated
969,أعلن بوريس جونسون أن ١.٥ مليون شخص في بريطانيا -غالبيتهم من كبار السن- قد تلقوا لقاح كورونا حتى الآن<LF>وأنهم سيرفعون أعداد المتلقين للقاح ليصل مجموعهم إلى ١٥ مليون شخص مع منتصف فبراير -حيث يفترض ان ينتهي الإغلاق- https://t.co/L9TL9nEQ3J,1,info_news
970,مسؤولون لم يتمكنوا خلال سنة كاملة من تأمين اجهزة التنفس الاصطناعي للمستشفيات الحكومية والخاصة، كيف بامكانهم ان يؤمنوا لقاح الكورونا بشكل آمن وعادل وسريع؟؟؟<LF>من جرّب المجرب يكون عقله مخرب...,1,personal
971,العلماء الإيرانيون يعملون بجد لإنتاج لقاحات ضد كورونا كان من الممكن إنتاجها في وقت سابق لو لم تكن مثقلة بالعقوبات الأميركية الجائزة <LF>#لقاح_آمن https://t.co/pKvX8IqaUO,1,info_news
972,في ظل تكافت جميع الدول على دفع أموالها لشراء اللقاحات  المنتجة من قبل الولايات المتحدة الأميركية بالرغم من وجود ملاحظات على هذه اللقاحات وبالرغم من أن دول أخرى قامت بإنتاج لقاحات فعالة وامنة وعلى رأسها الجمهورية الإسلامية يقوم ناشطون بإطلاق هاشتاغ #لقاح_آمن دعما للقاح الايراني,1,plan
973,لا تخافوا بكره بنشوفهم معززين مكرمين عندنا يأخذوا لقاح كوفيد ويعطونا درس في الوطنيه ونكتشف أنهم في السعوديه من زمان وإن كل اللي انتشر لهم فوتو شوب خدع بصرية وتذكروا كلامي https://t.co/PqUkC5GDXX,1,personal
974,نجح  الرئيس سعد الدين رفيق الحريري بتأمين ٥٠٠ ألف لقاح،من دولة الإمارات العربيّة المتحدة للشعب اللبناني. على أن تقدّم للطواقم الطبيّة والأكثر حاجة من اللبنانيين مجاناً. ومن المتوقّع أن تصل هذة الجرعات قبل وصول اللقاح لوزارة الصحّة.<LF>ومن يومين كان موميا بعبدا عم يحكي عليه انو مسافر https://t.co/aHP814sX6M,1,plan
975,وصول الدفعة الأولى من لقاح فايزر-بيونتك المضاد لكورونا إلى الأردن <LF>#خبرني #الاردن https://t.co/vCrxSjLiXB,1,info_news
976,الحمد لله رب العالمين الان صباح الأثنين ١١/ ١/ ٢٠٢١ سجلت أخذ لقاح كورونا و الحمد لله كان الموعد في نفس اليوم أيضا الساعة الثانية ظهرا و المواعيد متاحة وهي دعوة للجميع للمبادرة بالتسجيل حفظ الله وطنا و الجميع https://t.co/PnFoA8V4MH,1,personal
977,"#إيران — العفو الدولية: منع خامنئي لقاح كورونا عن الإيرانيين ""تجاهل للحق في الحياة""",1,info_news
978,في الطريق الى التطعيم اليوم ،،<LF>برفقة سيدي الوالد حفظه الله<LF><LF>الحمد لله على نعمة هذا الوطن العظيم المعطاء<LF><LF>#الحمد_لله <LF>#وزارة_الصحة<LF>@USER <LF>#تطبيق_صحتي <LF>#لقاح_كورونا <LF>#لقاح_كوفيد_19 https://t.co/ugUYiRL3X2,1,personal
979,كل ما يجب معرفته عن أهمّ 6 لقاحات لكورونا!<LF>شاهد هذا الفيديو!<LF>#كورونا #لقاح #لقاح_كورونا #فيروس_كورونا #السومرية https://t.co/bVZfkvifZn,1,info_news
980,أخلاقنا العربية لا ترفض معالجة أي مريض أو ترفض عدم منح لقاح لأي عدو حتى لو كان كيس زبالة <LF>@USER,1,unrelated
981,تلقينا اليوم <LF>الجرعة الثانية من لقاح فيروس كورونا<LF> الله ينفع به والله يجزى قيادتنا الرشيدة الخير<LF> للجهود الجبارة لتوفير اللقاح وبشكل آمن للجميع<LF>ولا ننسى أبطال الصحة وفي مقدمتهم @USER <LF>لما يقومون به من تفاني واتقان في عملهم . 🌹<LF><LF>راحت علينا مباراة النصر والوحدة .. 😂 https://t.co/pmBNYn5xVS,1,personal
982,التحور N501Y في البروتين الشوكي الذي تحمله فيروسات كورونا المتغيرة الذي ظهرت في بريطانيا وأفريقيا الجنوبية لا يؤثر على فعالية الاجسام المضادة الناتجة عن لقاح فايزر بحسب مسودة دراسة جديدة. <LF>1/2 https://t.co/abuj1Z2zp1,1,info_news
983,الحمدلله تم أخذ الجرعه الثانيه الان من لقاح كوفيد 19 من داخل المقر الان اللهم اجعله عافيه وارزقنا خيره وباعد بيننا وبين شره يارب,1,personal
984,متحدث الصحة:<LF><LF>المشككون في لقاح كورونا، هم من كانوا ينشرون خلطات علاجها في بداية الجائحة.<LF> https://t.co/AGhB2pcwwb,1,rumors
985,هذا يحدث في ألمانيا الدولة التي اخترعت لقاح فايزر: أستاذ جامعي هناك تقدم للحصول على موعد للتطعيم ضد #كورونا فكان الرد: عليك انتظار دورك فلدينا 9-18 مليون طلب لمن بعمرك ووفق معدل التطعيم الراهن سيكون موعدك في 14 اغسطس 2021 أو 14 فبراير 2022 اي بعد سنة. صدق من قال: #الإمارات_نعمة https://t.co/R09wc1cVej,1,plan
986,@USER بيقولو المخدرات بتعمل مناعة من كوررنا، لهيك انتو مش بحاجة لقاح,0,personal
987,شكرا  للمتمكن جدا جدا @USER ما شاء الله عليه .. نموذج مشرف لشبابنا الي نفتخر فيهم وبمهنيتهم العاليه ..<LF>#لقاح_كوفيد_19 <LF>#وزارة_الصحة https://t.co/giqyrNPLSz,1,personal
988,أهضم شي فانزات الفنانات الشعلة بالذكاء بس تحكي عن الفنانة قدي غبية لأن عم تكتب إشياء غلط عن لقاح الكورونا ويجوا يهاجموك ب Screenshots من مقال شافوا على Google بتكون كاتبته نضال أحمدية 🤣,0,unrelated
989,#جو_بايدن يحصل على جرعة ثانية من #لقاح_كورونا اليوم<LF>#كورونا<LF>#بايدن<LF>https://t.co/17gX7a25Iv https://t.co/svtr3UFrim,1,celebrity
990,#عاجل | تركيا.. وصول الدفعة الثانية من لقاح كورونا إلى اسطنبول قادمة من الصين,1,plan
991,"تقديم 138,154 جرعة من لقاح #كوفيد_19 خلال الـ 24 ساعة الماضية. https://t.co/uvPwxzydbC",1,info_news
992,مكونات لقاح #كورونا الصيني تقف عائقا أمام توزيعه في #إندونيسيا، ما هو السبب؟ 👇<LF> #شبابيك @USER https://t.co/3snq9secmT,0,plan
993,وسائل إعلام صينية: لقاح «سينوفارم» آمن للأطفال والقصر <LF>https://t.co/e9TodweDv6,1,info_news
994,#وزير_الرياضة الأمير عبدالعزيز بن تركي الفيصل ⁩يتلقى الجرعة الأولى من لقاح #كورونا https://t.co/55MXesjyQD,1,celebrity
995,الوزير الأول عبد العزيز جراد @USER يستقبل بقصر الحكومة السفير الروسي لدى الجزائر 🇷🇺 🇩🇿.<LF><LF>◀️ الوزير الأول يعرب باسم رئيس الجمهورية عبد المجيد تبون عن شكر الحكومة الجزائرية للسلطات العليا الروسية على تجاوبها لطلب الجزائر لاقتناء لقاح سبوتنيك V.<LF>https://t.co/EBybDh2kkJ https://t.co/N20aK33Y86,1,info_news
996,تعليقا على التغريدة المقتبسة..<LF><LF>🐟عندك حساسية سمك؟<LF>🥚حساسية بيض؟<LF>فواكه خضار🍉🍎🍍🍇🥑🥝🍌🍐🍓<LF>🍒🍊🍈🍑🍋🍅<LF>💊حساسية بنسلين؟<LF>لبن؟<LF>بشاميل؟<LF>مجابيس<LF>مطازيز<LF>مندي<LF>...<LF><LF>هالامور ليست موانع من تطعيم فايزر و بايونتيك<LF><LF>(حسب التوصيات الجديدة من هيئة الدواء البريطانية)<LF>👇👇👇 https://t.co/U7mlxG3WaK,0,info_news
997,تخيل عزيزي المواطن المسروقة أموالك في المصارف، المنهارة عملتك الوطنية، المحاط بفيروس #كورونا في كل مكان، أن لا لقاح لك الآن، الأفضلية للسياسيين، يعني عمّك الفرزلي وزياد أسود وغيرهم 🤣#Lebanon,1,info_news
998,مصادر عبرية: إصابة حاخام تل أبيب مئير لاو بفيروس كورونا قبل حصوله على الجرعة الثانية من لقاح كورونا,-1,info_news
999,عاجل | النائب الجمهوري مات غايتز: الأمريكيون يريدون منا التعامل مع كورونا وليس مع فيروس كراهية ترمب الذي لا لقاح له,0,info_news
1000,تونس:<LF><LF>بداية فبراير وصول أول دفعة من لقاح كورونا بالتنسيق مع مبادرة كوفاكس.,1,plan
1001,جدل بمصر بسبب توفير لقاح كورونا بمقابل مادي وليس بالمجان<LF>https://t.co/ez9XEf9Bx8,0,info_news
1002,« #الصحة»: بدء تطعيم الأطقم الطبية العاملة في مستشفيات العزل خلال أيام<LF>https://t.co/PU87xTUdw7,1,info_news
1003,نحن بنادول ما عنّا ، بدو يكون عنّا لقاح كورونا ؟!,0,info_news
1004,#ورد_الآن/  رويترز:  #السعودية تحصل على أول إمدادات لقاح أسترا زينيكا ضد #كورونا من معهد سيروم الهندي في غضون أسبوع <LF><LF>- الرئيس التنفيذي لمعهد سيروم الهندي: <LF><LF> بيع 3 ملايين جرعة من لقاح كورونا للسعودية مقابل 5.25 دولار للجرعة https://t.co/Tm4BItL0lN,1,plan
1005,تاج الدين: نسعى لإنتاج لقاح كورونا بمصر ونأمل الوصول إلى زيرو إصابات قريبا | فيديو https://t.co/fXJF5ETL7F,1,info_news
1006,الحمدلله تناولت اليوم الجرعه الاولى من تطعيم ڤايزر ضد كوفيد-19 ادعوا الجميع لاخذه،درهم وقايه خير من قنطار علاج، والامر اختياري لكن حكموا عقلكم وحصنوا انفسكم والذي سجل اسمه ومتخوف ولن يتطعم يبادر بالغاء موعده غيره اولى ولا تذهب الطعوم سدى،الكميات محسوبه بالعدد،نسال الله العافيه.,1,personal
1007,"#طريقه_الشفاء_من_كورونا_مدى_الحياه<LF>""تأكيد الخبر المختصر في شأن لقاح فايزر وكافة لقاحات أطباء البشر.."".<LF>الإمام المهديّ ناصر محمد اليماني<LF>10 - جمادى الآخرة - 1442 هـ<LF>23 - 01 - 2021 مـ<LF>10:09 صباحاً<LF>https://t.co/C4ML5Ixw8i… https://t.co/SPFTXSwHAM",1,info_news
