text,stance
نتائجه غير مشجعة..<LF>هيئة الشراء الموحد تعلن وصول أولى دفعات لقاح #استرازينيكا غدا الأحد، والرئيس الفرنسي إيمانويل #ماكرون يقول إن اللقاح غير فعال تقريبا بالنسبة للأشخاص الذين تتجاوز أعمارهم 65 عاما<LF><LF>#مصر https://t.co/lPhq7j8NFP,-1
أسباب كثيرة أدت إلى تفشي الانفلونزا الإسبانية منها التهاون بهذا المرض حتى عاد أكثر شراسة بعد عامين من ظهوره الأول وقضى على خمسين الى سبعين مليون واحتمال أكثر حسب المؤرخين .... العبرة لماذا لا نتعلم من التاريخ ونصر على معالجة كورونا بعقلية القرن الماضي؟ #كورونا #لقاح_كورونا https://t.co/T0CUAYDKdE,-1
حاخام إسرائيلي يقول إن لقاح فيروس #كورونا يمكنه تحويل الأشخاص إلى مثليين جنسيين، ويزعم أن حكومات عالمية سرية تقف وراء الوباء واللقاح<LF><LF>https://t.co/6xsO3CalJF,-1
أكد مسؤولون #إيرانيون على موقف المرشد الإيراني علي خامنئي الرافض لاستيراد لقاحات غربية مضادة لفيروس كورونا، فيما أعلنت منظمة النظام الطبي في #إيران وفاة 300 طبيب بسبب وباء كورونا. https://t.co/QVq3EmeOlr #العربية,-1
"روسيون يرفضون أخذ لقاح ""سبوتنيك في"" الروسي رفضاً قاطعاً لهذه الأسباب 👇<LF><LF>الرابط البديل: https://t.co/K2J0R6Sr0I<LF><LF>https://t.co/sk2DrfBNOA",-1
لايمكن لراعيةِ الشر ان تهب الحياة./خ<LF>#نريد_لقاح_آمن,-1
@USER @USER فعلا اصرار غريب عجيب والمشكلة الصحة العالمية تقول مواكيد يمنع الاصابة واللي ياخذ اللقاح يستمر شهور في الكمامة والاجراءات شي غريب عجيب اقعد بدون لقاح احسن واقوي مناعتي,-1
ان اللقاح الأمريكي لم يتم اعتماده بشكل رسمي و يجب الحذر من الآثار الجانبية المحتملة على المدى الطويل #نريد_لقاح_آمن,-1
معهد باستور الفرنسي يعلن فشله في تطوير لقاح كورونا<LF>https://t.co/DFGFAfyWFM https://t.co/wd1GRjteNO,-1
لقاح كورونا في رمضان  بين الحلال و الحرام  ...<LF><LF>مواضيع فارغة يحبها رجال الدين.,-1
صاحب شركة فايزر يرفض اخذ لقاح شركته ال ٩٥ % مفعولا بحجة صحته جيدة و طبيب لبناني بعد اخذه لقاح فايزر الجرعتين عاد و انصاب بكوفيد١٩ و حالته الان حرجة جدا في المانيا كيف نفهم🤔,-1
#النرويج: وفاة 23 شخصا عقب تلقيهم لقاح “فايزر” و”بيونتيك” المضاد لفيروس كورونا!.<LF>#COVID19,-1
"ناشطون عبر مواقع التواصل الاجتماعي يسخرون من فاعلية لقاح ""كورونا"" بعدما نشر الفنان الإماراتي حسين الجسمي صورة له وهو يتلقى اللقاح اليوم، قال فيها"" الحمدلله.. تلقّيت اليوم الجرعة الأولى من لقاح كوفيد-19. الحمد لله على نعمة الإمارات والحمد لله على وجود قيادة همّها الأول الإنسان"". https://t.co/0O8IYh1lWn",-1
الجماعة لي كانو عم يوزعوا لقاحات مبارح يا ريت حدا يقلي اذا باقي عندو شي لقاح على جنب لانو عرفت اليوم انه الدخول عل مستشفى لمرضى الكورونا صار ب ٣٠ مليون ودرجة تالتة وصعبة تلاقي تخت .,-1
هل من الطبيعى ان يعطى اردوغان شعبه لقاح غير فعال وبضعف الثمن ؟؟؟؟ فهو لا يهمه صحه الشعب ؟ ولا يهتم بانتشار الفيروس بين الناس وقام باعطاء اللقاح الفعال للارهابيين التابعين له ولحكمه الفاسد. <LF>@USER https://t.co/EeLcPLq6on,-1
النائب الاميركي Stephen Lynch التقط عدوى Covid حتى بعد تلقيه جرعتي لقاح Pfizer.وصدر عن مكتبه بيان يوضح ان النائب اجرى الفحص بعد ان علم ان مساعديه مصاب بكورونا. و اوضحت  Pfizer ان اللقاح يعطي مفعوله 7 ايام بعد الحقنة الثانية الا ان النائب رد بانه تلقى الجرعة الثانية قبل 9 ايام https://t.co/F5H0oLO2pb,-1
في خبر بيقول انو ناس عم بتموت بعد تاني لقاح كورونا ب ٢١ يوم.. و هالشي عم بتم التعتيم عليه من قبل وزارات الصحة بالعالم..<LF>فأيها اللبنانيون ما تستعجلوا و تاخدوا اللقاح.. انطروا الرؤساء التلاتة تا تشوفوا النتيجة..<LF>#بس_هيك 😊 😇<LF>اللهم إني قد بلغت😇,-1
الذي تفنن بقتلنا لا يؤتمن لكي نأخذ منه اللقاح #نريد_لقاح_آمن,-1
يوفر اردوغان للشعب لقاح غير فعال و تقوم وزارة الصحة ببيعه بأسعار كبيرة في محاولة بائسة لتقوية الاقتصاد على عكس اللقاح المعطى للمعارضين و اعضاء حزب العدالة و التنمية مما جعل المعارضين يغيرون اتجاههم السياسي و اقبل العديد من الناس على الانضمام لحزب العدالة و التنمية! <LF>@USER https://t.co/ggZeqgLyx8,-1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER الأمر فيه ريبه وغير طبيعي بتاتا البته<LF>أن يصل الأمر الى حد الأجبار على لقاح انا غير مقتنع فيه فهنا نعلم أن في الأمر شيء لانعلمه,-1
ما سبب الإصرار على اللقاح الأمريكي يوجد إنه في الموضوع. #نريد_لقاح_آمن,-1
دكتور سكاريت بكادي بروفيسور علم الاحياء الدقيقة يقول أن لقاح كورونا له أربع مخاطر أساسية <LF><LF>⚠️الخطر الاول:  ممكن ان يحدث مثل القشعريرة وآلام العضلات والأطراف وصداع واحساس بالمرض كما هو مذكور.<LF><LF>⚠️الخطر الثاني: هو التسبب في حدوث ردات فعل تحسسية شديدة. https://t.co/0TzJMm3a6Q,-1
@USER ما عمري اخذت اي تطعيم من ٢١ سنة<LF>وكل عيالي مو مطعمين<LF><LF>ما شاء الله<LF>ومن يقرا ويدرس التطعيم<LF>يعلم بانه سلاح المجرمين<LF>ويقتل البشر ويعوقهم,-1
@USER *مجموعة أطباء الخطوط الأمامية الأمريكان، معترفين بأنه لقاح تجريبي وغير ٱمن ويحذرون الناس من أخذ اللقاح لكافة الفئات العمرية.<LF>*أين توصيات أطباء الخطوط الأمامية العرب من هذا اللقاح وكذبة كوفيد19.<LF>*بل يضللون الناس بأن اللقاح ٱمن بدون علم ويطالبون بعدم مناقشة مكونات اللقاح. <LF>**عجبا🤔,-1
إصابة طبيب طوارئ بفايروس كورونا 9 ايام بعد اخذه لقاح فايزر.<LF><LF>صحيح اللقاح لا يعمل الا بعد الجرعة الثانية 😊 https://t.co/Y2WMzWaxLc,-1
"جديد فشل #لقاحات كورونا<LF>اصيب عضو مجلس النواب الأمريكي ستيفن لينش بفيروس #كورونا بعد تطعيمه باللقاح<LF>وقالت""سي ان ان"" ان اختبار لينش كان ايجابيا وهو دخل #الحجر_الصحي رغم عدم ظهور اعراض عليه.واشارت الى انه حصل على الجرعة الثانية من لقاح شركتي فايزر وبوينتيك قبل تتنصيب #بايدن",-1
"الإعلام الصيني ينتقد لقاح فايزر عبر نشر عدة مقالات تُهاجم فيه الشركة.<LF><LF>نشرت صحيفة People's Daily المملوكة للحزب الحاكم اكثر من 10 تقارير في الاسبوع الماضي تهاجم فيه فايزر وتصفهم ""بالمورد الغير جدير بالثقه""<LF><LF>أتهمت الصين الإعلام الغربي بالتعمد بصرف النظر عن الوفيات من لقاح فايزر https://t.co/HoEBhQUu6q",-1
"بريطانيا تحذر الذين أخذوا لقاح كورونا من ""عناق"" أطفالهم و عدم الالتزام بالإشتراطات الصحية.<LF><LF>حتى الذين أخذوا اللقاح لا يمكنهم معانقة أطفالهم! https://t.co/zyElbHWSLi",-1
"وفاة جديدة لممرضة بعد أيام من تلقيها لقاح كورونا، ومسؤول يقول للصحافة: لا يوجد شي يقترح ان اللقاح أدى الى وفاتها.<LF><LF>ليتم تقيد القضية ضد ""مجهول"" وماتت الممرضة ومعها سر وفاتها! https://t.co/rs1chVjIPy",-1
"على الحكومة العراقية ان لا تقبل بان يكون العراقيون ""فئران تجارب"" لشركة فايزر؟ الحكومة النيجيرية رفعت دعوى على شركة #pfizer مطالبةً بدفع 7 مليار دولار كتعويضات لأسر وضحايا التجارب غير المرخصة وغير الأخلاقية بلقاحاتها الفاشلة<LF>#نريد_لقاح_آمن https://t.co/NpMS9wo8pV",-1
معهد باستور الفرنسي يعلن فشله في تطوير لقاح كورونا<LF>https://t.co/DFGFAfyWFM https://t.co/wd1GRjteNO,-1
علي خامنئي يحرّم توريد لقاح كورونا من أمريكا وبريطانيا!<LF>في هذا السياق تواصل معي اليوم أحد أصدقائي من طهران وسألته عن لقاح إيراني ل كورونا، قال: لا يوجد هنا بتاتا وإن وجد مستقبلا في المستشفيات الحكومية فلا يشتريه معظم الشعب لأنهم لا يثقون فيما يأتيهم من قبل النظام!<LF>الله المستعان https://t.co/YuxDcHLJZB,-1
معظم الرؤساء في العالم أخدوا الجرعة الأولى من لقاح كرونا اللي هايعطوه لمواطنيهم وعلى الهواء وقدام العالم كله، إلا السيسي مش ناوي ياخد اللقاح غير لما يتجرب على الشعب الأول، علشان لو حصل حاجة يبقى في السليم..,-1
عزيزي لقاح كورونا هل انت كوب خمر او فيروس نفس الباقين لانه من خذتك وانا مدوخه و مسطله 🙂💔.,-1
يريدون تجربة هذا اللقاح في أجسادنا <LF>#نريد_لقاح_آمن,-1
لقاح كورونا<LF>وفاة 23 شخصا تم تطعيمهم<LF>ضد فيروس كورونا في  النروج.,-1
سمعت أن لقاح فيروس كورونا قد يسبب مشاكل في نطق حرف السين بعد أخذه .. لذلك لن أقبل بتلقي اللقاح,-1
عزيزي لقاح كورونا هل انت كوب خمر او فيروس نفس الباقين لانه من خذتك وانا مدوخه و مسطله 🙂💔.,-1
تويتر يغلق حساب خامنئي بالانجليزي بسبب تغريدة تحوي معلومات كاذبة عن لقاح #كورونا<LF><LF>فين حرية الراي يا تويتر <LF><LF>اعلن تأييدي التام للعجلاتي السيد خامنئي <LF>😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/HxtzjGRMmL,-1
"القناة 13 العبرية:<LF>ليبرمان: وزارة الصحة تخفي عن الجمهور أن مئات ""الإسرائيليين"" أصيبوا بعد تلقي الجرعة الثانية من لقاح كورونا✔",-1
لقاح عليه علامات استفهام، ما نعرف تأثيره متوسط وبعيد المدى. آثاره المباشرة متعددة للبعض ولا يصلح للكل.<LF><LF>تاخذه : <LF>ما يحميك من الإصابة.<LF>تبقى ناقلا للفيروس.<LF>تستمر في لبس الكمام والتباعد.<LF>اذا سافرت ما يعفيك من الحجر.<LF><LF>ما تاخذه:<LF>نفس اللي فوق !!!<LF><LF>شغل مخك ..<LF><LF>https://t.co/QbqfBhikL5,-1
العفو الدولية : منع خامنئي الإيرانيين من الحصول على لقاح أجنبي تجاهل للحق في الحياة https://t.co/LuWCTtAtLx,-1
الذي تفنن بقتلنا لا يؤتمن لكي نأخذ منه اللقاح #نريد_لقاح_آمن,-1
امريكا العاجزة عن علاج كورونا غير مؤهلة الى انتاج اللقاح وشراءه منها.👍<LF>#نريد_لقاح_آمن,-1
ما سبب الإصرار على اللقاح الأمريكي مع وجود مصادر أكثر أماناً #نريد_لقاح_آمن,-1
في دكتور ما دافع عن لقاح فايزر سحبوا شهادته,-1
#اللبنانيون الذين  تنمروا على #اللاجئين_السوريين، باتوا يعيشون في ظل دولة فاشلة وعصابات طائفية فاسدة، ويحصلون على لقاح كوفيد19 بتمويل من البنك الدولي<LF>كل هذه المصائب تشكل اليوم المعادل اللبناني لنظام الأسدالذي شرد السوريين واهانهم وقتلهم وايده قسم لابأس به من اللبنانيين وقاتل معه.,-1
التحقيق فى وفاة طبيب أمريكى بعد تناول #لقاح_كورونا.. وفايزر : لا نعتقد أن هناك صلة<LF>#كورونا<LF>https://t.co/El0H9ZF2zt https://t.co/iTM03BRytU,-1
#مريم_رجوي: حظر #خامنئي المجرم شراء #لقاح_كورونا  <LF>#كورونا يعد مجزرة متعمدة بحق الشعب الإيراني https://t.co/OHWDKUAmwn,-1
"وفاة عامل رعاية صحية بعد 4 أيام من لقاح فايزر الثاني ، والوفاة قيد التحقيق<LF> تقول زوجة تيم زوك ، فني الأشعة السينية البالغ من العمر 60 عامًا ، والذي أصيب بمرض خطير بعد ساعات من تلقي لقاحه الثاني من شركة فايزر وتوفي بعد أربعة أيام ، ""نحتاج إلى معرفة السبب"". https://t.co/Qj10XgBk8C",-1
"إصابة 10 من أفراد طاقم طبي في مستشفى إسرائيلي بفيروس كورونا رغم تلقيهم جرعتين من لقاح ""فايزر-بيونتيك"" المضاد للفيروس",-1
نوال الزغبي تنهي الجدل: لن آخذ لقاح #كورونا https://t.co/bgrcyrCmss @USER,-1
بعد وفيات النرويج.. خبراء صحة صينيون يدعون إلى تعليق استخدام لقاح “فايزر/بيونتيك” و”موديرنا” https://t.co/9whK0H6dTQ,-1
نيجيريا تعيد رفع دعوى على شركة  فايزر صانعه  القاح الامريكي ومطالبة بتعويض 7مليارات دولار<LF>#نريد_لقاح_آمن,-1
هيدا اكيد عامل لقاح هندي لانو ما في غير شاروخان مثّل هيك فيلم https://t.co/JfHeWWHFpj,-1
مستحيل اخذ لقاح انا اطيح غشيانه اذا شفت الابره 😂😂😂😂 https://t.co/6MdTUozmQJ,-1
https://t.co/Q9hpm9jZgY<LF>https://t.co/HFWXTX0ozoتحذير-رسمي-في-النرويج-وفاة-23-شخصا-إثر-تلقي-لقاح-كورونا<LF>https://t.co/XH7BzIzGEeارتفاع-وفيات-لقاح-كورونا-في-النرويج-إلى-29-شخص-ا<LF><LF>وكثير من مواقع اخبارية تتناقل الخبر...لذا التحرك الرسمي للتوضيح مهم جدا. قبل انتشاره أكثر وسط الناس..,-1
لايمكن لراعيةِ الشر ان تهب الحياة./خ<LF>#نريد_لقاح_آمن,-1
لقاح الموت! <LF><LF>في الحقيقة الأثر ليس خوف وهلع على الناس بل وعي وادراك وايمان بالحقوق والحرية والمنطق وبمناعة الإنسان (لذا وجب الأهتمام بها لأنها أمانه لنا من الله كباقي جسدنا وروحنا بالطبع) https://t.co/iCeKefgL11,-1
يوجد فيديو متداول يروج أن لقاح فيروس كورونا لم ينجح أبدا لأنه أدى إلى موت حيوانات التجربة<LF><LF>هذا الكلام صحيح في عام 2004 عندما كانوا يحاولون مع سارس1 باستخدام *تقنية مختلفة كليا*<LF><LF>وهذا إن دل على شيء فإنما يدل: <LF>-تعلم العلماء الكثير من أخطاء الماضي<LF>-أعداء التطعيمات يعيشون خارج الزمن,-1
"يحذّر  مستخدمون لمواقع التواصل الاجتماعي من تلقي لقاح فايزر ضد #كوفيد_19  لأنه يحتوي على مادة كلوريد البوتاسيوم المستخدمة في الإعدامات<LF><LF>لكنّ ""كلوريد البوتاسيوم موجود في مأكولات نتناولها ومياه نشربها""<LF>ونسبته في اللقاح ضئيلة ضرورية<LF><LF>التفاصيل في التقرير ⬇️<LF><LF>https://t.co/eVYAphWzjG",-1
بالفيديو<LF>وفاة 23 شخصاً بعد تلقي لقاح فيروس كورونا في النرويج..والسبب؟<LF>https://t.co/tmMtZWP1hr,-1
https://t.co/UQ9rbTSqP1<LF><LF>تحقق النرويج في وفاة اثنين من سكان دار رعاية المسنين توفيا بعد تلقيهما جرعات من لقاح فيروس كورونا فايزر و BioNTech.<LF><LF> يأتي ذلك بعد العثور على مساعد جراحة الأطفال ميتًا في بورتو بعد يومين من تلقيه لقاح فايزر.,-1
"وفاة جديدة لممرضة بعد أيام من تلقيها لقاح كورونا، ومسؤول يقول للصحافة: لا يوجد شي يقترح ان اللقاح أدى الى وفاتها.<LF><LF>ليتم تقيد القضية ضد ""مجهول"" وماتت الممرضة ومعها سر وفاتها! https://t.co/rs1chVjIPy",-1
"المذيعة تسأل رئيس شركة #فايزر : لماذا لم تتلق تطعيم كورونا حتى الآن؟  ويرد: ""أنا أبلغ من العمر 59 عامًا وبصحة جيدة ولا أعمل في الخطوط الأمامية. لذا فإن التطعيم لا يُنصح - يوصى - به بالنسبة لي!  ألبرت بورلا  رئيس شركة فايزر😂",-1
"خبرني - أعلنت وكالة الأدوية النرويجية أن 23 شخصا توفوا عقب تلقيهم لقاح ""فايزر"" و""بيونتيك"" المضاد لـ""كوفيد 19""، فيما غيرت السلطات الصحية في البلاد توصيات تطعيم المسنين بهذا اللقاح<LF><LF>وأضافت ""جميع الوفيات تم تسجيلها بين كبار السن الذين تزيد أعمارهم عن 80 عاما ويعانون من ضعف المناعة""",-1
احذروا من الوقوع في فخ لقاحات #كورونا المزيفة 👇<LF>https://t.co/EblY2Zjbwg,-1
إصابة 13 شخصا بشلل فى الوجه بعد تلقيهم لقاح #كورونا بإسرائيل https://t.co/KdCCDNPubX,-1
#إسرائيل 🇮🇱 إصابة 13 بشلل<LF>فى الوجه بعد تلقيهم لقاح كورون😎😂<LF>عقبال الكل باذن ألله https://t.co/d9i3R2Z5JZ,-1
أكد مسؤولون #إيرانيون على موقف المرشد الإيراني علي خامنئي الرافض لاستيراد لقاحات غربية مضادة لفيروس كورونا، فيما أعلنت منظمة النظام الطبي في #إيران وفاة 300 طبيب بسبب وباء كورونا. https://t.co/QVq3EmeOlr #العربية,-1
اللقاح الأميركي فقد المصداقية و صار بدو لقاح بعد خطاب السيد القائد,-1
.لا يهتمون إذا ماتت من لقاح كوفيد. إنهم يهتمون فقط إذا ماتت من كوفيد.<LF><LF>استيقظ,-1
"يحذّر  مستخدمون لمواقع التواصل الاجتماعي من تلقي لقاح فايزر ضد #كوفيد_19  لأنه يحتوي على مادة كلوريد البوتاسيوم المستخدمة في الإعدامات<LF><LF>لكنّ ""كلوريد البوتاسيوم موجود في مأكولات نتناولها ومياه نشربها""<LF>ونسبته في اللقاح ضئيلة ضرورية<LF><LF>#صحح_خبرك",-1
اللقاح الأمريكي لم ينجح في الاختبارات السريرية ورغم ذالك تم اعتماده بشكل رسمي بسبب الوضع الحرج الذي تمر بها امريكا..<LF>#نريد_لقاح_آمن,-1
@USER @USER فعلا اصرار غريب عجيب والمشكلة الصحة العالمية تقول مواكيد يمنع الاصابة واللي ياخذ اللقاح يستمر شهور في الكمامة والاجراءات شي غريب عجيب اقعد بدون لقاح احسن واقوي مناعتي,-1
@USER لماذا قمتم بشراء لقاح فايرز مسبقاً و أنتم لا تعلمون مدى فاعليته ؟ <LF>و الآن تقومون بجلب لقاح بريطاني مع غلاف هندي !!<LF>يجب أن تفهمون جيداً ان البشر ليسوا فئران تجارب,-1
"بريطانيا تحذر الذين أخذوا لقاح كورونا من ""عناق"" أطفالهم و عدم الالتزام بالإشتراطات الصحية.<LF><LF>حتى الذين أخذوا اللقاح لا يمكنهم معانقة أطفالهم! https://t.co/zyElbHWSLi",-1
مستحيل اخذ لقاح انا اطيح غشيانه اذا شفت الابره 😂😂😂😂 https://t.co/6MdTUozmQJ,-1
ع فكرة عادي ايران كدولة مصنّعة ترفض تستورد لقاح اميركي. ليش هلقد مفعوصين؟!! https://t.co/0nbxN3jPt6,-1
حاخام إسرائيلي يقول إن لقاح فيروس #كورونا يمكنه تحويل الأشخاص إلى مثليين جنسيين، ويزعم أن حكومات عالمية سرية تقف وراء الوباء واللقاح<LF><LF>https://t.co/6xsO3CalJF,-1
@USER @USER 👏🏼👏🏼👏🏼👏🏼👏🏼 جسدي وصحتي ملكي ماحد له حق يجبرني ع شي  ومؤمنه جداً بقوله تعالى ( لَقَدْ خَلَقْنَا الإنْسَانَ فِي أَحْسَنِ تَقْوِيمٍ ) ومستحيل اصدق شخص يحاول يقنعني ان جسدي يحتاج لقاح عشان يحميني ،الحافظ الله 💛💛💛,-1
جديد #العنصرية_الإسرائيلية: لقاح #كورونا ممنوع على الفلسطينيين<LF>#فلسطين #الميادين_Go <LF># https://t.co/D9UiPvMsvV,-1
الحمد لله تلقيت قبل قليل الجرعة الثانية من  #لقاح_كورونا ان شاء الله الشفاء العاجل والاستعداد للقاء العائلة بعد غياب ٩اشهر  و #لم_الشمل بموافقة #الجوازات  أعيش حالة من اللاتوازن لهذا الغياب القسري ولكن ان شاء الله تتم الموافقة ولقاء عائلتي @USER @USER @USER https://t.co/ufGWLWG0eg,-1
فايزر وأطفال نيجيريا. تسببت لقاحات شركة فايزر عام 1996 في نيجيريا بمقتل 5 أطفال من أصل 50 لأنهم تلقّوا تروفان، وستة أطفال توفوا بسبب الجرعة المنخفضة من السفترياكسون. وهناك عدد آخر عانى من العمى الصمم والشلل<LF>#لقاح_امن,-1
"خبرني - أعلنت وكالة الأدوية النرويجية أن 23 شخصا توفوا عقب تلقيهم لقاح ""فايزر"" و""بيونتيك"" المضاد لـ""كوفيد 19""، فيما غيرت السلطات الصحية في البلاد توصيات تطعيم المسنين بهذا اللقاح<LF><LF>وأضافت ""جميع الوفيات تم تسجيلها بين كبار السن الذين تزيد أعمارهم عن 80 عاما ويعانون من ضعف المناعة""",-1
"القناة 13 العبرية:<LF>ليبرمان: وزارة الصحة تخفي عن الجمهور أن مئات ""الإسرائيليين"" أصيبوا بعد تلقي الجرعة الثانية من لقاح كورونا✔",-1
لقاح كورونافاك الصيني.. نتائج متضاربة تثير الشكوك<LF>البرازيل أعلنت أن فعالية اللقاح تقتصر على 50%، أي أقل مما تم الإعلان عنه سابقا https://t.co/5PerBWQsSO,-1
@USER نوال الزغبي توضح سبب عدم تلقيها لقاح كورونا<LF><LF>https://t.co/kc5mRsrMvY,-1
حاخام إسرائيلي يقول إن لقاح فيروس #كورونا يمكنه تحويل الأشخاص إلى مثليين جنسيين، ويزعم أن حكومات عالمية سرية تقف وراء الوباء واللقاح<LF><LF>https://t.co/6xsO3CalJF,-1
اللقاح الأميركي فقد المصداقية و صار بدو لقاح بعد خطاب السيد القائد,-1
#نريد_لقاح_آمن نصف مليون مشوه بهدايا أمريكا البيولوجية ❣️❣️,-1
صحيفة RT |<LF><LF>إصابة 13 شخص من الكيان الصهيوني بشلل في الوجة بعد أخذهم لقاح فايزر https://t.co/HZ9rEQqaNG,-1
"وقال المدعون في جلسة استماع بمحكمة مقاطعة أوزاوكي أن ستيفن براندنبورغ أزال 57 قارورة تحمل كل منها 10 جرعات من لقاح موديرنا من التخزين المبرد في 24 ديسمبر، بهدف جعلها غير صالحة للاستعمال. واعترف براندنبورغ (46 عاما) للسلطات بأنه ""أزال عمدا"" قوارير اللقاح في مناسبتين منفصلتين. https://t.co/bgEtQpb6J5",-1
مجنون يحجي وعاقل يسمع<LF>شلون ناخذ لقاح من الي كانوا<LF>ولا زالوا سبب دمــار بلدنا<LF><LF>#نريد_لقاح_آمن,-1
@USER ما عمري اخذت اي تطعيم من ٢١ سنة<LF>وكل عيالي مو مطعمين<LF><LF>ما شاء الله<LF>ومن يقرا ويدرس التطعيم<LF>يعلم بانه سلاح المجرمين<LF>ويقتل البشر ويعوقهم,-1
صفحة سماعة حكيم نزلت بوست ترعيب للناس من لقاح كورونا  Pfizer Biontech<LF>ينم عن فقدان كامل للحكمة، الأهم من المعلومة هو كيف تقولها.<LF><LF>#عم_حاكيك,-1
#عاجل_وخطير<LF>وفاة 23 شخصا بالنرويج و 3  في برطانيا بعد تلقيهم لقاح فايزر البرطاني الذي سيأتي للعراق.<LF>ورئيس قسم المناعة في جامعة لندآ حذر من هذا العلاج واراد ان يناقش ذلك مع الحكومة فتم منعه .,-1
إسرائيل.. وفاة أسير فلسطيني في سجنه بعد يوم من تطعيمه ضد كورونا  <LF>https://t.co/gZSMTNUpc1,-1
لقاحكم مو آمان<LF>#نريد_لقاح_آمن,-1
الأغلبية العظمى من الأطباء يرفضون تلقيه..<LF>جدل حول لقاح #كورونا الصيني قبل طرحه للمواطنين بمقابل مادي! https://t.co/cbaxDSBuVS,-1
هانك آرون من آشهر لعبي البسيبول.قام باخذ لقاح كوفيد كي يثبت لآصحاب البشره السودا أن اللقاح آمن.توفي بعد أخذ اللقاح ال(آمن)بعد اسبوع..ضحايا لقاح كوفيد بدأ ب الارتفاع بشكل مخيف <LF><LF>https://t.co/Thk8LhIo2d,-1
@USER @USER فعلا اصرار غريب عجيب والمشكلة الصحة العالمية تقول مواكيد يمنع الاصابة واللي ياخذ اللقاح يستمر شهور في الكمامة والاجراءات شي غريب عجيب اقعد بدون لقاح احسن واقوي مناعتي,-1
ما سبب الإصرار على اللقاح الأمريكي يوجد إنه في الموضوع. #نريد_لقاح_آمن,-1
#النرويج: وفاة 23 شخصا عقب تلقيهم لقاح “فايزر” و”بيونتيك” المضاد لفيروس كورونا!.<LF>#COVID19,-1
#استقالة_رئيس_أركان_الجيش_الإسباني بسبب #لقاح_كورونا.. ماذا حدث؟ <LF>#فضيحة #إسبانيا<LF>https://t.co/hmpxVtOPLb,-1
ما لا تعلنه لكم وسائل التواصل الإجتماعي المرتبطة بهم، 53 وفاة في جبل طارق في 10 أيام بعد بدء حقن لقاح Pfizer التجريبي mRNA COVID<LF>(منعني تويتر، كالعادة، من نشر رابط الخبر لأنه ضد سياسة تكميم الأفواه التي يستخدموها ضد المعارضين للقاح) https://t.co/QNoQOAMLZs,-1
لقاح اوكسفورد ضد كوفيد -19 Oxford Covid Vaccine لم يحمي حيوانات التجارب (القرود) من الإصابة. فكيف به سيحمي الإنسان؟ <LF>أية مهزلة هذه؟؟<LF>https://t.co/alZT2ddY8z,-1
صحيفة RT |<LF><LF>إصابة 13 شخص من الكيان الصهيوني بشلل في الوجة بعد أخذهم لقاح فايزر https://t.co/HZ9rEQqaNG,-1
خامنائي يمنع استيراد اي لقاح اميركي او بريطاني مضاد لكورونا....<LF><LF>احنة العراقيين تابعين لايران والعرض واحد هسة الجماعة هم يمنعون اللقاح,-1
في بيرو.. وفاة سيدة خضعت لتجربة لقاح سينوفارم الصيني متأثرة بالتهاب رئوي <LF><LF>https://t.co/rDh0bCgxdC https://t.co/CdU639T96T,-1
"وفاة جديدة لممرضة بعد أيام من تلقيها لقاح كورونا، ومسؤول يقول للصحافة: لا يوجد شي يقترح ان اللقاح أدى الى وفاتها.<LF><LF>ليتم تقيد القضية ضد ""مجهول"" وماتت الممرضة ومعها سر وفاتها! https://t.co/rs1chVjIPy",-1
تويتر يغلق حساب خامنئي بالانجليزي بسبب تغريدة تحوي معلومات كاذبة عن لقاح #كورونا<LF><LF>فين حرية الراي يا تويتر <LF><LF>اعلن تأييدي التام للعجلاتي السيد خامنئي <LF>😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/HxtzjGRMmL,-1
«إحسبوها صح»..<LF>الدكتور إيهاب الطاهر الأمين العام السابق لنقابة الأطباء: «نسبة غير قليلة من الطواقم الطبية رفضت تطعيم #كورونا نتيجة الجدل الواسع حول الجدوى الطبية وآثاره الجانبية، والإحجام عن التطعيم قد يؤدى لعدم السيطرة على الوباء»<LF>#مصر https://t.co/MugvOgAapw,-1
الموت أرحم عندي من انو  آخد لقاح موهوب من دولة الاجرام الامارات وبوساطة سعد الحريري.,-1
هيدا اكيد عامل لقاح هندي لانو ما في غير شاروخان مثّل هيك فيلم https://t.co/JfHeWWHFpj,-1
#رسوم_الدكتوراه_جامعه_الامام <LF><LF>مذيعه تسأل رئيس شركة فايزر السيد ألبرت بولار <LF><LF>لماذا لم تتلقى تطعيم كورونا حتى الان؟ <LF><LF>ويرد أنا إبلغ من العمر ٥٩ عام وبصحه جيده ولا أعمل فى الخطوط الاماميه لذا فإن التطعيم لا يوصى به بالنسبة لي .. !!؟ https://t.co/fg5hXMUNnL,-1
أعلن النائب الديمقراطي (ستيفن لينش) أنه قد ثبتت إصابته بفيروس كورونا بعد تلقي جرعتين من لقاح فايزر ! .. 🤷‍♂️ https://t.co/gPo71qtO46,-1
مستحيل اخذ لقاح انا اطيح غشيانه اذا شفت الابره 😂😂😂😂 https://t.co/6MdTUozmQJ,-1
